,How many employees does your company or organization have?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of  mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?",Do you believe your productivity is ever affected by a mental health issue?,"If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If maybe, what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,Which of the following best describes your work position?,Do you work remotely?,age_range
314,2,0,2,0,3,2,2,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,2,4,3,1,2,3,2,2,0,1,0,0,4,0,1,1,1,1,107,77,0,95,0,1,1,12,1,72,2,2
315,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,2,3,4,4,3,0,1,0,1,2,1,0,4,2,2,2,0,2,2,1,3,3,4,1,1,2,2,2,10,77,1,9,1,3,4,16,0,0,0,2
316,2,1,0,2,2,2,0,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,3,2,2,0,2,1,3,4,3,1,2,0,0,1,5,1,1,1,1,1,107,77,0,95,0,1,1,17,1,205,2,2
317,2,0,4,0,2,0,0,3,1,2,0,0,3,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,2,1,2,3,1,0,1,3,3,4,1,1,2,2,1,107,77,1,25,1,0,4,31,1,0,2,2
318,4,0,0,0,2,2,2,6,0,2,0,2,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,0,1,4,1,1,2,2,2,36,77,1,25,1,3,3,12,1,205,2,2
319,1,0,4,3,2,2,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,0,2,2,3,3,1,1,1,0,0,4,1,1,2,2,1,107,77,1,68,1,4,2,28,1,31,1,2
320,4,0,0,0,2,0,0,5,1,0,0,1,0,1,0,1,0,1,0,1,0,4,1,3,0,3,2,4,4,3,1,2,0,1,1,1,3,0,4,0,0,1,1,1,107,77,0,95,1,1,1,13,0,108,1,2
321,2,0,4,3,2,2,2,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,4,3,1,0,0,1,0,0,0,1,4,2,2,2,1,2,10,77,1,9,1,4,2,4,0,16,1,1
322,4,0,4,0,2,0,0,3,1,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,0,3,2,4,3,2,2,3,3,2,0,1,3,0,5,1,1,2,2,2,83,77,1,68,1,3,2,24,0,203,2,2
323,4,0,4,3,2,2,0,1,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,1,3,4,3,1,0,0,0,1,5,3,1,2,0,1,107,77,0,95,0,1,1,7,0,16,2,1
324,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,3,2,3,4,0,1,2,1,0,0,3,0,1,2,0,0,107,13,0,95,0,4,4,7,0,162,1,1
325,4,0,4,3,3,3,2,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,4,3,2,3,3,2,1,3,3,2,0,0,3,0,4,3,0,1,1,1,107,77,0,95,0,1,1,36,0,72,2,2
326,4,0,4,2,3,2,0,1,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,1,0,2,1,1,1,0,0,4,0,0,1,2,2,10,77,1,9,1,2,2,8,1,162,1,1
327,1,0,3,2,2,0,0,3,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,2,3,2,1,2,3,2,2,2,2,1,2,1,3,3,3,0,1,2,1,1,107,77,0,95,1,1,1,15,1,162,0,2
328,2,0,2,1,2,2,0,3,1,0,1,1,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,0,3,3,0,1,1,2,1,1,107,77,0,95,0,1,1,6,1,0,1,1
329,2,1,0,2,2,0,0,3,1,2,0,2,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,2,2,3,1,1,1,3,0,4,1,1,1,1,1,107,77,0,95,0,1,1,16,1,225,2,2
330,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,4,2,4,2,3,0,1,0,1,2,1,0,3,2,2,2,2,1,0,0,0,1,5,2,1,1,2,2,79,77,1,64,1,3,4,18,1,0,2,2
331,2,0,4,0,2,3,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,0,2,1,0,4,3,1,2,2,2,2,1,0,0,3,2,1,0,2,2,83,77,1,68,1,3,2,19,0,162,2,2
332,2,0,4,2,2,2,0,5,1,0,0,0,0,0,0,1,0,1,0,1,0,4,1,4,3,3,2,0,3,2,1,2,2,2,0,1,3,3,3,1,1,0,0,0,107,13,0,95,1,1,2,10,1,95,1,1
333,3,0,4,3,3,3,2,4,1,2,2,0,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,0,0,0,4,1,1,2,0,0,107,60,0,95,1,4,2,9,1,16,0,1
334,4,0,3,1,3,2,0,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,3,2,0,3,2,2,3,2,2,0,0,0,0,5,0,1,2,2,0,107,13,1,9,1,4,2,10,1,210,0,1
335,5,0,4,0,2,2,0,4,0,2,0,2,2,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,2,2,3,2,1,2,2,1,0,3,3,0,2,0,0,107,68,0,95,0,3,2,21,1,30,0,2
336,2,0,4,3,3,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,0,2,2,4,1,1,1,2,2,47,77,1,35,1,4,2,6,0,121,2,1
337,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,2,3,3,3,1,1,4,0,2,1,4,3,2,1,3,0,1,0,0,1,0,3,1,1,1,0,0,107,62,0,95,0,1,4,10,1,0,2,1
338,2,0,4,3,3,3,0,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,1,0,1,0,3,2,2,3,0,2,0,0,0,2,4,2,1,2,2,2,83,77,1,68,0,3,2,10,0,221,2,1
339,0,0,4,3,2,3,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,3,3,1,0,0,2,1,5,1,1,1,2,2,75,77,1,60,1,3,4,16,1,224,2,2
340,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,1,3,3,2,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,3,3,3,1,1,0,1,1,107,77,0,95,0,1,1,6,1,8,2,1
341,2,0,2,3,2,2,0,3,0,2,0,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,0,2,1,2,0,1,2,2,0,0,4,3,0,1,2,2,58,77,1,45,1,4,2,24,1,45,2,2
342,4,0,2,1,2,2,0,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,3,2,1,2,1,1,1,4,2,1,1,0,1,107,77,0,95,0,1,1,7,1,99,1,1
343,1,0,0,2,2,2,0,6,0,2,1,1,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,1,2,3,1,1,1,1,1,3,0,1,1,1,0,107,13,0,95,1,1,4,12,1,0,1,2
344,1,0,4,3,0,3,2,6,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,4,2,1,0,4,3,1,2,2,2,2,2,0,1,4,0,1,2,1,1,107,77,0,95,0,1,1,12,0,162,0,2
345,5,1,0,2,2,2,0,3,1,2,1,2,2,0,0,1,0,1,0,1,0,4,1,2,3,2,1,0,3,1,1,0,2,1,0,1,4,0,3,2,2,0,2,2,10,77,1,9,1,0,4,26,0,46,0,2
346,5,0,2,2,2,2,1,4,1,2,1,1,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,0,3,0,4,1,1,0,1,0,107,38,0,95,0,1,1,4,1,99,1,1
347,4,0,0,2,2,0,0,1,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,3,2,3,2,1,2,3,4,1,0,0,0,1,4,1,1,0,1,1,107,77,0,95,0,1,1,20,1,205,1,2
348,2,0,4,0,2,2,0,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,0,1,1,2,2,1,0,0,1,1,4,1,1,2,1,1,107,77,0,95,0,1,1,8,0,162,2,1
349,1,0,4,0,2,2,0,6,1,2,2,2,0,0,0,1,0,1,0,1,0,4,1,4,4,2,1,0,0,1,1,3,0,1,0,1,0,1,4,3,1,2,2,2,83,77,1,68,1,3,2,9,1,8,2,1
350,3,0,0,2,2,0,0,0,1,2,0,0,2,0,0,1,0,1,0,1,0,4,1,0,1,2,1,2,3,1,1,2,3,2,1,1,0,3,0,1,1,1,1,0,107,63,0,95,0,1,2,17,1,35,0,2
351,1,0,0,2,2,2,0,3,1,2,0,1,2,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,1,3,0,0,1,1,1,1,1,107,77,0,95,0,1,1,3,1,0,1,1
352,0,0,4,0,2,0,1,1,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,1,2,3,3,2,0,1,4,0,4,3,0,0,0,1,107,77,0,95,1,4,4,32,1,251,1,2
353,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,1,3,2,3,0,1,2,1,2,1,0,3,1,2,3,0,1,2,2,0,0,4,1,1,1,0,0,107,24,0,95,0,1,3,20,1,99,2,2
354,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,1,1,4,3,0,1,3,0,2,1,3,3,1,1,2,3,1,0,1,0,0,2,1,1,2,2,2,62,77,0,95,1,1,4,17,1,159,2,2
355,5,1,3,0,2,2,0,3,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,4,0,3,2,0,2,1,2,3,3,1,1,1,0,1,4,1,1,2,2,2,100,77,1,72,1,3,2,9,1,62,2,1
356,1,0,0,2,2,3,2,0,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,4,3,2,2,0,0,3,2,3,0,2,0,1,3,3,3,0,0,1,1,1,107,77,0,95,0,1,1,21,1,32,0,2
357,2,0,4,3,3,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,0,2,1,0,0,1,2,2,3,1,0,1,0,0,5,0,1,0,2,2,27,77,1,19,1,4,2,16,0,206,2,2
358,1,0,4,3,2,2,0,3,1,2,1,1,2,0,0,1,0,1,0,1,0,4,1,0,1,3,2,0,4,1,1,3,2,1,0,1,3,3,4,0,1,2,2,2,1,77,1,9,1,3,2,19,1,205,1,2
359,1,0,4,0,2,2,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,4,1,3,0,3,2,0,3,2,2,3,3,3,1,1,3,3,0,3,2,2,2,0,107,17,0,95,1,4,2,10,1,0,0,1
360,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,3,1,3,3,0,4,1,3,0,2,1,0,0,1,2,0,0,1,0,0,3,0,1,0,1,1,1,1,107,77,0,95,0,1,1,24,1,16,2,2
361,3,0,4,2,2,0,0,4,1,0,2,2,0,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,2,2,3,3,1,1,1,3,0,5,3,1,2,2,2,83,77,1,68,1,3,2,12,0,0,0,2
362,1,0,2,2,2,2,0,3,1,2,0,0,2,0,0,1,0,1,0,1,0,4,1,3,4,3,2,3,0,1,2,3,3,2,1,1,3,3,1,0,0,1,1,1,107,77,0,95,0,1,1,26,1,162,2,2
363,1,0,0,0,2,0,0,4,0,2,0,0,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,1,1,2,2,1,1,1,2,2,4,1,1,2,0,0,107,15,0,95,0,1,4,7,1,173,2,1
364,1,0,4,3,3,3,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,4,4,3,3,4,0,1,3,4,3,1,2,2,0,1,5,1,1,1,1,1,107,77,0,95,0,1,1,23,1,54,0,2
365,1,0,4,0,3,3,2,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,3,2,1,0,4,2,1,3,2,2,1,1,0,1,3,0,1,1,2,1,107,77,0,95,0,1,1,9,0,249,0,1
366,4,0,3,1,2,2,0,0,1,2,2,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,1,0,3,1,0,0,0,0,4,1,1,2,1,1,107,77,0,95,0,1,1,9,1,126,2,1
367,1,0,4,2,3,3,0,0,1,3,2,0,3,0,0,1,0,1,0,1,0,4,1,4,0,2,2,3,4,3,1,2,3,2,2,2,0,0,5,3,0,2,2,2,22,77,1,15,1,4,2,20,0,0,2,2
368,4,0,4,0,2,2,2,4,1,0,0,0,3,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,2,2,3,3,1,1,1,2,0,5,1,1,1,2,1,107,77,1,100,1,3,3,15,1,223,2,2
369,2,0,0,2,2,3,0,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,4,2,2,3,2,2,0,0,0,1,4,2,1,2,2,2,12,77,1,10,1,4,2,9,0,250,0,1
370,3,0,4,3,0,0,2,4,1,0,0,2,3,0,0,1,0,1,0,1,0,4,1,2,1,2,2,4,3,1,2,3,3,2,1,1,3,3,1,3,2,1,0,1,107,77,0,95,0,1,1,16,0,205,2,2
371,4,0,0,0,2,2,2,1,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,0,1,0,1,0,0,2,2,3,3,1,2,2,0,1,4,1,1,1,1,1,107,77,0,95,0,1,1,23,1,125,2,2
372,4,0,4,2,2,0,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,1,2,1,2,4,3,2,3,3,3,2,0,0,1,4,2,2,2,2,2,128,77,1,15,1,3,2,48,2,205,2,3
373,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,1,1,3,3,2,4,1,0,1,2,2,4,2,1,2,3,3,2,0,0,1,0,1,1,1,1,2,0,107,25,1,68,1,4,2,10,1,0,0,1
374,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,4,0,4,0,0,4,1,2,1,2,1,0,0,1,2,3,2,1,0,1,0,0,3,0,0,0,2,2,25,77,1,6,1,3,4,15,1,182,2,2
375,2,0,4,0,2,0,0,0,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,2,4,2,1,0,3,2,1,2,2,1,0,1,0,0,1,1,1,2,1,1,107,77,0,95,0,1,1,9,1,96,0,1
376,3,0,0,2,3,2,0,6,1,2,1,1,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,0,2,3,1,1,1,0,1,107,77,0,95,0,0,3,3,0,162,2,1
377,2,0,4,3,2,3,2,1,1,0,0,0,2,0,0,1,0,1,0,1,0,4,1,4,4,3,2,4,4,2,2,3,3,2,0,1,4,4,4,2,2,2,2,2,87,77,1,72,1,3,2,9,0,0,2,1
378,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,5,2,1,3,3,1,1,2,1,2,1,0,3,2,1,3,3,1,0,2,0,0,4,0,0,2,2,2,28,77,1,20,1,4,2,7,0,126,0,1
379,5,1,4,0,3,3,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,4,1,0,1,3,2,0,3,2,2,3,3,2,0,1,1,0,4,2,0,2,0,0,107,13,0,95,1,1,4,2,0,162,1,1
380,2,0,2,2,2,2,1,4,1,0,2,0,2,1,0,1,0,1,0,1,0,4,1,3,0,3,1,3,3,2,2,3,3,2,2,2,4,0,5,2,0,2,2,2,84,77,1,68,1,3,2,19,1,0,1,2
381,5,1,4,3,3,3,0,4,0,2,0,2,3,0,0,1,0,1,0,1,0,4,1,3,0,2,2,0,3,2,2,2,2,2,0,1,3,0,5,0,1,2,2,2,3,77,1,4,1,4,2,14,1,45,2,2
382,1,0,4,0,3,3,2,6,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,3,3,3,2,0,3,2,2,3,3,2,1,1,3,3,4,0,2,2,2,2,0,77,0,95,1,3,4,9,0,0,2,1
383,2,0,4,3,3,3,2,6,0,2,0,0,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,2,4,2,1,3,2,2,1,1,0,0,4,3,1,0,2,2,93,77,1,72,1,4,2,13,1,30,2,2
384,0,0,3,1,2,2,0,3,1,0,1,1,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,2,2,3,0,1,1,1,0,0,4,0,1,0,2,2,27,77,1,9,1,4,2,5,0,95,2,1
385,3,0,0,0,2,0,0,4,1,2,0,1,2,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,3,2,2,0,1,0,3,4,0,1,2,2,0,107,13,1,68,1,4,2,16,1,162,0,2
386,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,2,4,3,4,4,3,0,1,3,0,2,1,3,3,1,2,3,2,1,0,0,3,0,1,3,2,1,1,1,107,77,0,95,0,4,1,22,1,205,2,2
387,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,3,1,3,3,1,4,1,2,1,2,1,0,4,2,1,2,2,3,2,0,0,3,1,3,0,2,1,1,107,77,0,95,1,1,1,19,0,123,0,2
388,5,0,0,0,2,0,0,3,1,3,0,1,2,0,0,1,0,1,0,1,0,4,1,2,1,2,2,0,4,3,1,2,0,2,1,1,3,3,4,0,2,2,2,2,47,77,1,9,1,3,2,5,0,0,2,1
389,1,0,4,3,2,0,0,6,0,2,2,2,0,0,0,1,0,1,0,1,0,4,1,4,0,2,3,0,0,1,2,3,0,1,2,1,2,0,4,1,1,2,2,2,10,77,1,9,1,3,2,11,1,0,2,1
390,1,0,4,3,0,3,2,0,1,3,1,1,0,0,0,1,0,1,0,1,0,4,1,4,0,4,3,4,4,3,1,2,0,2,1,1,3,3,4,2,1,1,1,1,107,77,0,95,0,0,2,28,0,203,2,2
391,5,0,4,0,0,3,2,4,1,2,1,1,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,1,3,3,4,1,1,1,1,1,107,77,0,95,0,1,1,7,0,95,1,1
392,1,0,4,3,2,0,0,4,0,2,1,2,3,0,0,1,0,1,0,1,0,4,1,4,0,0,2,0,3,2,1,3,0,1,1,1,3,0,3,1,1,0,2,2,1,77,1,3,1,4,2,13,1,61,0,2
393,1,0,0,2,2,3,0,1,1,2,1,0,0,1,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,2,2,1,1,1,3,3,0,3,2,2,1,0,107,71,0,95,0,4,4,13,1,0,2,2
394,3,0,0,2,0,3,0,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,4,3,2,2,3,3,1,1,2,2,2,5,1,1,0,2,2,10,77,1,9,1,1,2,18,1,205,0,2
395,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,3,1,4,2,3,0,1,3,1,2,1,0,3,2,2,3,3,1,0,0,0,0,4,1,1,1,1,1,107,77,0,95,0,1,1,14,1,95,2,2
396,4,0,2,1,2,2,0,4,0,2,1,0,3,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,1,2,2,1,1,1,0,0,3,3,0,0,0,0,107,60,0,95,0,1,1,9,0,203,2,1
397,2,0,0,2,3,0,2,4,1,0,0,1,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,2,1,0,3,3,1,1,1,1,1,107,77,0,95,1,1,1,3,1,0,1,1
398,3,0,0,0,3,3,0,4,0,0,0,0,3,0,0,1,0,1,0,1,0,4,1,3,0,3,2,3,3,2,2,3,3,1,0,1,0,1,4,1,1,2,2,2,20,77,0,95,1,0,3,11,1,30,2,1
399,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,0,1,0,4,2,3,0,1,3,0,2,2,0,3,2,2,3,2,2,1,1,2,0,0,3,1,2,0,1,107,77,1,91,1,4,2,23,0,162,0,2
400,1,0,4,0,2,0,2,4,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,3,1,2,1,0,3,2,2,2,3,2,2,0,3,1,3,0,0,0,1,1,107,77,0,95,0,1,1,15,1,3,1,2
401,4,0,4,3,2,2,2,6,1,2,1,2,3,0,0,1,0,1,0,1,0,4,1,4,0,3,2,0,3,2,2,3,3,2,1,1,3,1,4,2,1,1,0,0,107,4,1,4,1,3,2,13,1,0,2,2
402,1,0,2,2,2,2,0,4,1,0,2,2,0,0,0,1,0,1,0,1,0,4,1,2,0,2,1,0,4,3,2,2,2,3,0,0,4,0,4,3,0,2,2,2,1,77,1,3,1,4,4,18,1,249,0,2
403,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,2,1,2,3,3,1,1,3,0,2,1,0,3,1,2,2,3,2,2,0,3,3,1,1,1,2,2,1,107,77,1,68,1,3,4,12,0,142,0,2
404,2,0,0,2,3,2,0,6,1,0,0,0,3,0,0,1,0,1,0,1,0,4,1,2,3,2,1,2,2,2,2,3,2,2,0,1,3,3,4,1,1,2,2,2,83,77,1,68,1,0,2,12,1,43,0,2
405,2,1,2,0,2,2,0,6,1,2,0,0,0,0,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,2,2,3,2,1,0,1,4,0,5,1,1,0,1,1,107,77,0,95,0,1,1,7,1,95,0,1
406,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,0,4,0,3,0,3,1,1,3,3,2,2,0,0,1,2,3,0,1,0,0,0,0,4,1,1,0,1,0,107,60,0,95,0,4,4,11,1,126,2,1
407,1,0,4,3,2,0,0,0,1,2,0,2,2,0,0,1,0,1,0,1,0,4,1,4,0,3,2,0,3,2,2,4,3,1,1,1,3,0,0,0,1,2,2,2,4,77,1,12,1,3,2,17,1,206,2,2
408,1,0,4,2,2,2,0,0,1,2,1,1,0,0,0,1,0,1,0,1,0,4,1,3,0,2,1,0,3,1,2,3,2,2,1,1,3,0,1,3,1,2,2,1,107,77,1,28,1,1,1,19,1,0,0,2
409,2,0,4,3,2,2,0,4,0,2,2,0,0,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,1,1,0,1,4,1,1,1,1,2,68,77,1,54,1,0,2,5,1,8,2,1
410,1,0,0,2,2,0,0,3,1,0,1,0,0,0,0,1,0,1,0,1,0,4,1,0,1,3,2,0,3,2,1,2,0,1,0,1,0,0,0,1,1,0,2,2,83,77,0,95,0,0,3,7,1,0,2,1
411,5,0,4,0,3,0,0,0,1,2,0,2,0,0,0,1,0,1,0,1,0,4,1,4,0,3,1,0,3,2,2,3,3,1,0,1,3,3,4,3,0,2,2,0,107,60,1,68,1,3,4,18,1,35,1,2
412,2,0,0,0,2,2,0,1,0,2,0,0,2,1,0,1,0,1,0,1,0,4,1,2,1,2,1,0,3,1,2,2,2,2,0,1,0,0,0,0,2,2,2,2,1,77,1,3,1,3,4,8,0,16,1,1
413,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,2,4,2,4,2,0,4,1,2,1,2,1,0,2,2,2,3,0,2,0,1,0,0,5,0,1,1,2,1,107,77,1,3,1,3,3,13,1,132,0,2
414,2,0,4,0,3,0,2,6,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,0,1,3,1,0,0,1,2,4,3,1,2,0,1,0,5,1,1,1,2,1,107,77,0,95,1,0,4,13,1,0,1,2
415,4,1,4,0,2,3,1,1,0,2,2,2,3,0,0,1,0,1,0,1,0,4,0,1,2,1,0,1,1,0,0,1,1,0,0,0,1,1,4,1,1,0,2,2,54,77,1,9,1,3,4,11,1,112,1,1
416,2,0,2,2,3,2,0,5,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,3,2,1,4,3,1,1,2,2,3,2,1,3,1,4,1,1,1,2,2,60,77,1,48,1,4,4,7,0,30,0,1
417,6,0,1,1,1,1,1,2,0,1,1,1,1,0,0,3,4,2,4,2,3,0,1,0,1,2,1,0,2,1,2,3,3,2,0,1,1,0,4,1,1,2,2,2,98,77,1,82,1,4,2,8,0,7,1,1
418,6,0,1,1,1,1,1,2,0,1,1,1,1,0,1,3,2,2,2,3,0,4,1,4,4,2,1,0,4,2,1,2,2,1,1,1,3,3,3,0,0,0,1,2,1,77,1,3,1,0,2,8,1,126,0,1
419,2,0,3,2,2,2,0,0,0,2,0,2,0,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,3,3,1,2,0,0,0,5,1,1,2,2,0,107,25,0,95,1,1,4,10,1,0,0,1
420,2,0,4,3,3,3,0,0,1,0,2,0,0,0,0,1,0,1,0,1,0,4,1,3,3,2,1,0,3,2,2,3,2,2,0,0,3,3,4,2,1,2,2,2,10,77,1,68,1,4,2,7,2,3,1,1
421,1,0,4,0,2,2,0,3,0,2,0,0,2,0,0,1,0,1,0,1,0,4,1,0,1,2,1,0,3,1,2,3,2,1,1,1,3,0,3,1,1,1,1,1,107,77,0,95,0,1,1,4,0,0,1,1
422,1,0,4,3,3,3,2,4,0,2,2,2,3,0,0,1,0,1,0,1,0,4,1,3,0,3,1,0,3,1,2,3,3,1,2,2,1,1,1,1,1,2,2,1,107,77,1,89,1,3,4,11,1,244,2,1
